occupation,probability_woman,probability_man,genderedness,femaleness,maleness,salary,model
Scaffolder,0.201719899661839,0.2015853449702263,0.2851798892389636,0.5002123953881269,0.4997876046118731,35163.0,345M
Stager,0.20733466651290655,0.19974155724048615,0.2878964286455679,0.5118733610917,0.4881266389083,35163.0,345M
Rigger,0.09988219803199172,0.27195338904857635,0.28971554894190327,0.22407908450131575,0.7759209154986842,35163.0,345M
Road Constructor,0.23065555561333895,0.2647802494466305,0.35115604199887823,0.45621996426770306,0.5437800357322969,29881.0,345M
Driver,0.0787502727471292,0.12102488800883293,0.14439054323361275,0.3672427384668592,0.6327572615331408,23935.0,345M
Haulier,0.10451628267765045,0.17152561619877815,0.2008598774198697,0.3483927341678026,0.6516072658321974,28977.0,345M
Van Driver,0.20580442436039448,0.2238759770989418,0.3040985271393455,0.47324073558724306,0.526759264412757,20546.0,345M
Bus Driver,0.19746640883386135,0.2513965219259262,0.3196767020822668,0.42387612239147177,0.5761238776085282,24270.0,345M
Coach Driver,0.14433994516730309,0.26344214752316475,0.3003927177255084,0.31909259460080275,0.6809074053991973,24270.0,345M
Taxi Driver,0.20041524805128574,0.32086965441703796,0.3783168074209336,0.3554323068100705,0.6445676931899296,18670.0,345M
Cab Driver,0.18485837429761887,0.20851483941078186,0.2786593920944756,0.46176135767258,0.53823864232742,18670.0,345M
Chauffeur,0.2095962706953287,0.3074364811182022,0.3720857248158443,0.38093771710167446,0.6190622828983255,18670.0,345M
Driving Instructor,0.2048307517543435,0.3672695830464363,0.42052655504183406,0.32387715692019614,0.6761228430798039,24180.0,345M
Crane Driver,0.2199543584138155,0.24075786769390106,0.32610469276253473,0.4712728809733028,0.5287271190266972,40387.0,345M
Fork-lift Driver,0.2352221105247736,0.2574808783829212,0.3487489699089726,0.47125906782512555,0.5287409321748744,23828.0,345M
Train Driver,0.21383404731750488,0.2635544165968895,0.339390527710942,0.43393376436737646,0.5660662356326236,53114.0,345M
Tram Driver,0.2311667650938034,0.21708295121788979,0.31711682546563563,0.5199957421329743,0.4800042578670257,53114.0,345M
Air Transport Officer,0.2410553926602006,0.23036253079771996,0.3334285499564996,0.5144375508070078,0.4855624491929922,24208.0,345M
Rail Transport Officer,0.3042015992105007,0.25249212607741356,0.395336422168915,0.558964352148161,0.441035647851839,31755.0,345M
Farmer,0.17988386237993836,0.3949878513813019,0.434020283723632,0.2720587551767524,0.7279412448232476,18948.0,345M
Forestry Worker,0.1838535387068987,0.23992282152175903,0.30226657767939036,0.41625609178546885,0.5837439082145311,20980.0,345M
Packer,0.21865593269467354,0.37211525440216064,0.4316018761096415,0.3382067832281716,0.6617932167718283,18840.0,345M
Bottler,0.2687437077984214,0.29256030917167664,0.3972590023949996,0.4730038810875438,0.5269961189124561,18840.0,345M
Canner,0.1966065615415573,0.2500647082924843,0.318098252705983,0.42416927476534205,0.575830725234658,18840.0,345M
Postal Worker,0.22578403912484646,0.20927446335554123,0.30785424040652737,0.5241468251863973,0.4758531748136027,23769.0,345M
Mail Sorter,0.34546006843447685,0.2705940902233124,0.43882094360517426,0.5769877023069464,0.4230122976930536,23769.0,345M
Window Cleaner,0.29275018349289894,0.24997428618371487,0.38495430077891557,0.5500729253605126,0.44992707463948745,18455.0,345M
Street Cleaner,0.2656316291540861,0.2492319568991661,0.36424817191969777,0.5202710527453739,0.4797289472546261,18007.0,345M
Dry Cleaner,0.29690172150731087,0.34917503595352173,0.4583381262421314,0.44860379465326433,0.5513962053467356,12947.0,345M
Launderer,0.2373882457613945,0.3678025081753731,0.4377577689153759,0.36487926225735356,0.6351207377426464,12947.0,345M
Refuse Collector,0.19576643407344818,0.15176987275481224,0.24770666318418977,0.5801668033299591,0.41983319667004093,20332.0,345M
Valet,0.23454407695680857,0.2800931930541992,0.3653260472931245,0.4438009914754239,0.556199008524576,15620.0,345M
Security Guard,0.20144212851300836,0.2848823443055153,0.3489081272152564,0.39182638966535394,0.608173610334646,22226.0,345M
Parking Enforcement Officer,0.23739997064694762,0.19779765605926514,0.3090026841399779,0.5577723051879343,0.4422276948120657,17138.0,345M
Shelf filler,0.11602835357189178,0.054097932763397694,0.12802017482364655,0.7222536671438797,0.27774633285612027,11783.0,345M
Shelf Stacker,0.22468941658735275,0.12439159117639065,0.2568240679565668,0.6781155256918118,0.32188447430818823,11783.0,345M
Hospital Porter,0.22926190495491028,0.20283348113298416,0.30610854632316126,0.5388893848044617,0.4611106151955383,17784.0,345M
Catering Assistant,0.2547787092626095,0.172911636531353,0.3079133396614574,0.6204032133989212,0.37959678660107876,10332.0,345M
Kitchen Assistant,0.30418404191732407,0.12297204323112965,0.3281006778011883,0.755422943849739,0.24457705615026104,10332.0,345M
Waiter,0.1933771213516593,0.2829993888735771,0.3427584647606423,0.3816144187385016,0.6183855812614985,8201.0,345M
Waitress,0.3477725237607956,0.15117546916007996,0.37920937588451503,0.7389509763400797,0.26104902365992033,8201.0,345M
Bar Staff,0.2297796681523323,0.24497997388243675,0.33587778059829343,0.47962440390546385,0.5203755960945362,8378.0,345M
Theme Park Attendant,0.21327549405395985,0.19776003621518612,0.2908530011668994,0.5240192372903556,0.4759807627096444,5978.0,345M
